,1,message,label,4
279,40279,@Ashleyavitia_ don't leave me ,sadness,0.583
280,40280,"@PaulJonMilne too grim, too insanely, determined to hurt you from",sadness,0.575
281,40281,"@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.",sadness,0.574
282,40282,@keyshamackie it's fucking dreadful for live footy matches,sadness,0.5710000000000001
283,40283,"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick",sadness,0.563
284,40284,you never call me when your sober,sadness,0.562
285,40285,come on let's make em hate 😘make em pout they face 👿😩.,sadness,0.562
286,40286,@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,sadness,0.562
287,40287,Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,sadness,0.562
288,40288,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. ,sadness,0.562
289,40289,Dylon felt dejected. He has a dejected aunt!,sadness,0.562
290,40290,"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",sadness,0.562
291,40291,Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious,sadness,0.562
292,40292,Nature looks a lot greener on gloomy dayz,sadness,0.562
293,40293,@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.,sadness,0.562
294,40294,The new lock sound is grim,sadness,0.562
295,40295,Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss,sadness,0.562
296,40296,@khloe_speaks sad music,sadness,0.562
297,40297,Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO,sadness,0.562
298,40298,"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",sadness,0.562
299,40299,Gaaaaaaaad! Should have stayed in London!,sadness,0.562
300,40300,"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",sadness,0.562
301,40301,I mourn the creativity lost.,sadness,0.562
302,40302,"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness,0.562
303,40303,Add Donte Moncrief to my dismal situation #blessed.,sadness,0.561
304,40304,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim,sadness,0.5479999999999999
305,40305,U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself  at almost 3am...  #pensive,sadness,0.542
306,40306,@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy,sadness,0.542
307,40307,Itching something #serious RN haven't slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow,sadness,0.542
308,40308,@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.,sadness,0.542
309,40309,"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",sadness,0.542
310,40310,Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @%$!' \n'You're half full of @%$!',sadness,0.542
311,40311,*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness,0.542
312,40312,"@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)",sadness,0.542
313,40313,How do u grieve someone who legally wasn't a person yet?,sadness,0.542
314,40314,It's so gloomy outside. I wish it was as cold as it looked,sadness,0.542
315,40315,@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag,sadness,0.542
316,40316,"When you saw a t-shirt with the phrase 'My mind is a dangerous place to be' and you would like to buy, but in Italy don't sell it. #sadness",sadness,0.542
317,40317,My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!😢💞😩,sadness,0.542
318,40318,Trying to take what's lost and broken and make it right,sadness,0.542
319,40319,@LondonMidland #dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy,sadness,0.542
320,40320,It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @melissavcomedy #waitingforexplanation,sadness,0.542
321,40321,@HillaryClinton @TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS,sadness,0.542
322,40322,5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,sadness,0.542
323,40323,Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n #TerranceCrutcher #truth ,sadness,0.542
324,40324,"@narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",sadness,0.542
325,40325,@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad,sadness,0.542
326,40326,"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils",sadness,0.542
327,40327,"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",sadness,0.542
328,40328,i got his bitch depress,sadness,0.542
329,40329,@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,sadness,0.542
330,40330,"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??",sadness,0.542
331,40331,"@simslover163 I guess it must be really expensive... For me it's that the whole family stayed in Poland, so I really miss them...",sadness,0.542
332,40332,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,sadness,0.542
333,40333,untypical kinda Friday #dull,sadness,0.542
334,40334,"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",sadness,0.542
335,40335,@WestermannNina xDD it's a song that can not be weary (?),sadness,0.542
336,40336,Feels grim not having your nails done,sadness,0.542
337,40337,"How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo",sadness,0.541
338,40338,That AK47 leave your spine with a frown,sadness,0.521
339,40339,a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late,sadness,0.521
340,40340,@theJeremyVine Noel Edmonds reckons a cat he's talking to is stressed because of the uncertainty over #GBBO future!?!? #plot #lost,sadness,0.521
341,40341,One way ticket to the blues.,sadness,0.521
342,40342,@SWP_Roads   How dull.,sadness,0.521
343,40343,"@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either.",sadness,0.521
344,40344,Marcus Roho is dreadful,sadness,0.521
345,40345,"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing .  #needhelp",sadness,0.521
346,40346,Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook,sadness,0.521
347,40347,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,sadness,0.521
348,40348,@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind ,sadness,0.521
349,40349,Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs,sadness,0.521
350,40350,So now... yeah. I'm home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out.,sadness,0.521
351,40351,penny dreadful just cleaved off a fraction of my heart,sadness,0.521
352,40352,"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move",sadness,0.521
353,40353,"Everything is far away because time is short, no rest for the weary.",sadness,0.521
354,40354,@chelseafc let them know it's the #blues,sadness,0.521
355,40355,We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,sadness,0.521
356,40356,"@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse",sadness,0.521
357,40357,Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...,sadness,0.521
358,40358,"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, ",sadness,0.521
359,40359,@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM,sadness,0.521
360,40360,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,sadness,0.521
361,40361,When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT,sadness,0.521
362,40362,@PurpleReplisol meden is frowning at you with her non existent face,sadness,0.521
363,40363,@realDonaldTrump negative campaign of doom and gloom don't win elections,sadness,0.521
364,40364,"if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him",sadness,0.52
365,40365,@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights,sadness,0.514
366,40366,@HeyCaraJay I am inconsolable at this GIF in context,sadness,0.509
367,40367,"@StarklyDark 'Come here. Come on. Into my arms. I'm not going anywhere, Tony, I swear.' Steve told him, quiet and solemn.",sadness,0.5
368,40368,Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.,sadness,0.5
369,40369,@harowe this sad truth!,sadness,0.5
370,40370,@questlove when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?! #lost,sadness,0.5
371,40371,Don't wanna go to work but I want the money ,sadness,0.5
372,40372,@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!,sadness,0.5
373,40373,Y'all tune into Snapchat for Beans funereal,sadness,0.5
374,40374,"At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe",sadness,0.5
375,40375,@RyhenMessedUp goodbye despair,sadness,0.5
376,40376,Ffs dreadful defending,sadness,0.5
377,40377,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke,sadness,0.5
378,40378,"the waitress recognised me from last time i was in there moping, after my interview haha",sadness,0.5
379,40379,What day is it #lost,sadness,0.5
380,40380,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad,sadness,0.5
381,40381,"@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.",sadness,0.5
382,40382,@iTriborg — make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —,sadness,0.5
383,40383,"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots",sadness,0.5
384,40384,"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",sadness,0.495
385,40385,@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does,sadness,0.485
386,40386,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,sadness,0.479
387,40387,"@Nataliem55 sadly, war has often been the factor that jump starts US economic growth",sadness,0.479
388,40388,@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete,sadness,0.479
389,40389,"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night..",sadness,0.479
390,40390,@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.,sadness,0.479
391,40391,The word happiness would lose its meaning if it were not balanced by sadness.,sadness,0.479
392,40392,@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.,sadness,0.479
393,40393,@KristenWACamera I really enjoyed both episodes. I had a bit of a gloomy day today but I feel a sense of inspiration from listening.,sadness,0.479
394,40394,"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer",sadness,0.479
395,40395,"@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!",sadness,0.479
396,40396,"Literally had a guy (a some-would-say-successful guy) tell me 'this ship will sail' kay guy, first, you're working with a sub, last, it sunk",sadness,0.479
397,40397,@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS,sadness,0.479
398,40398,How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue,sadness,0.479
399,40399,Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.,sadness,0.479
400,40400,"Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark",sadness,0.479
401,40401,"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner.",sadness,0.479
402,40402,November #canola lost $5.50 to $464.20 per tonne.,sadness,0.479
403,40403,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",sadness,0.479
404,40404,Brad Pitt being investigated for child abuse?! this all just got really #dark,sadness,0.479
405,40405,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479
406,40406,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \n― Ernest Hemingway #quote,sadness,0.479
407,40407,"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",sadness,0.479
408,40408,@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. ,sadness,0.479
409,40409,lost my 244 day snapchat streak i'm done,sadness,0.47700000000000004
410,40410,@ReserveHinata tend to them he's going to get infections. \n\nHe's frowning and looking down as he does this. \nIt must hurt damn.],sadness,0.475
411,40411,@EmotionalLimine you're sadly mistaken if you think I'd make a tweet for an isolated comment by a random twitter user.,sadness,0.469
412,40412,@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! ,sadness,0.46399999999999997
413,40413,i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,sadness,0.461
414,40414,"@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -",sadness,0.46
415,40415,@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth ,sadness,0.45799999999999996
416,40416,Never leave me alone with my credit card. Nope nope mope.,sadness,0.45799999999999996
417,40417,@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.,sadness,0.45799999999999996
418,40418,The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,sadness,0.45799999999999996
419,40419,"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",sadness,0.45799999999999996
420,40420,“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,sadness,0.45799999999999996
421,40421,"@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'",sadness,0.45799999999999996
422,40422,@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!,sadness,0.45799999999999996
423,40423,History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final,sadness,0.45799999999999996
424,40424,Mayor visits downtrodden part o town in brave PR stunt. More at eleven.,sadness,0.45799999999999996
425,40425,went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused,sadness,0.45799999999999996
426,40426,@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked,sadness,0.45799999999999996
427,40427,@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!,sadness,0.45799999999999996
428,40428,"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",sadness,0.45799999999999996
429,40429,"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --",sadness,0.45799999999999996
430,40430,@CarrieLynne2323 totally get it. When you've said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But it's not linear 😘,sadness,0.45799999999999996
431,40431,You don't know how to love me when you're sober #sober #selenagomez #revival,sadness,0.45799999999999996
432,40432,@SkyNews err I wasnt gloomy.  17.2 mio people were not gloomy only #remain were #Brexit,sadness,0.45799999999999996
433,40433,"@coalese 😂😂😂. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad 😂",sadness,0.45799999999999996
434,40434,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,sadness,0.45799999999999996
435,40435,@theflabar It's a #foggy and #dark morning here - so #filter this time.  For #lighting purposes. :),sadness,0.45799999999999996
436,40436,What do you do?'\n'You are not worthy enough to know.' #what #serious,sadness,0.45799999999999996
437,40437,"If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?",sadness,0.45799999999999996
438,40438,"@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday",sadness,0.457
439,40439,Why doesn't anybody I know watch penny dreadful? ☹️️,sadness,0.455
440,40440,Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober,sadness,0.455
441,40441,@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,sadness,0.45
442,40442,. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly,sadness,0.445
443,40443,"Trying to think positive, and not let this situation discourage me ✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨",sadness,0.44
444,40444,Candice on great british bake off with that pout does my head in 👊🏻🙄,sadness,0.43799999999999994
445,40445,@BBCSport too dull for the UK.,sadness,0.43799999999999994
446,40446,@LazyBoiSam blues... blues? 🤔,sadness,0.43799999999999994
447,40447,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,sadness,0.43799999999999994
448,40448,"@kikibug13 Don't look. You'll only be very, very unhappy. \n\n(NNGH. I got the email notif THANK YOU.)",sadness,0.43799999999999994
449,40449,Positive thoughts on these gloom cloudy days,sadness,0.43799999999999994
450,40450,When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,sadness,0.43799999999999994
451,40451,"@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)",sadness,0.43799999999999994
452,40452,"@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal.",sadness,0.43799999999999994
453,40453,Cheap pout my brodcast,sadness,0.43799999999999994
454,40454,"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again.",sadness,0.43799999999999994
455,40455,@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,sadness,0.43799999999999994
456,40456,@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad,sadness,0.43799999999999994
457,40457,"Niggas murking in each other. In murky water, I try to swim.",sadness,0.43799999999999994
458,40458,@talkRobyn oh dear I have to watch this the woman with the pout did well,sadness,0.43799999999999994
459,40459,As I lost my heart to you there in the dark.. Underneath the stars 🎧,sadness,0.43799999999999994
460,40460,It's dark,sadness,0.43799999999999994
461,40461,$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.,sadness,0.43799999999999994
462,40462,@ThatWhiteSoxFan @tbtrill not as sad as the White Sox playing record ;),sadness,0.43799999999999994
463,40463,@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We,sadness,0.43799999999999994
464,40464,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?',sadness,0.43799999999999994
465,40465,@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype,sadness,0.43799999999999994
466,40466,@Samkingftw nahh thats grim,sadness,0.43799999999999994
467,40467,"It's my last week at CN! I'm gonna be sad to leave, but this will also be my first planned break since going into animation!",sadness,0.43799999999999994
468,40468,"@AdamAaronovich Well, there's no need to sulk. You can always request a song, you know.",sadness,0.43799999999999994
469,40469,"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.",sadness,0.43799999999999994
470,40470,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats ,sadness,0.436
471,40471,"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE — Where there's hate, let me sow love — Where there's injury, pardon — Where there's despair, hope",sadness,0.42700000000000005
472,40472,"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\n“She ran away from me. But I cannot blame her.”",sadness,0.426
473,40473,An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.,sadness,0.42
474,40474,some people leave toilets in fucking grim states,sadness,0.42
475,40475,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime ,sadness,0.41700000000000004
476,40476,NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull,sadness,0.41700000000000004
477,40477,@jwonder81 @MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric,sadness,0.41700000000000004
478,40478,Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings #serious,sadness,0.41700000000000004
479,40479,The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround,sadness,0.41700000000000004
480,40480,"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory",sadness,0.41700000000000004
481,40481,"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'",sadness,0.41700000000000004
482,40482,"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat",sadness,0.41700000000000004
483,40483,Awareness of time is awareness of time lost. #awareness #time ,sadness,0.41700000000000004
484,40484,the ending of how I met your mother is dreadful,sadness,0.41700000000000004
485,40485,"@JoyceCarolOates \nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell.",sadness,0.41700000000000004
486,40486,@A_RockasThe U.S. has added years to the Syrian conflict by arming the 'rebel' army. You would think that Iraq had sunk in with Kerry.,sadness,0.41700000000000004
487,40487,"When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust.",sadness,0.41700000000000004
488,40488,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost,sadness,0.41700000000000004
489,40489,#vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb,sadness,0.41700000000000004
490,40490,Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed,sadness,0.41700000000000004
491,40491,Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston,sadness,0.41700000000000004
492,40492,@littlebakaa @AlcohoIPorn give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;,sadness,0.41700000000000004
493,40493,"The man who is a pessimist before 48 knows too much; if he is an optimist after it, he knows too little.'\n-Mark Twain",sadness,0.41700000000000004
494,40494,@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,sadness,0.41700000000000004
495,40495,@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???,sadness,0.41700000000000004
496,40496,Marcos rojo plays for man united !!  Just let that sink in !!!,sadness,0.41700000000000004
497,40497,"Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone",sadness,0.41700000000000004
498,40498,i lost my wallet lol.... again....,sadness,0.41700000000000004
499,40499,"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",sadness,0.41700000000000004
500,40500,@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.,sadness,0.415
501,40501,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither  #unwoke,sadness,0.414
502,40502,Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't know why. #WorldCupOfHockey,sadness,0.40399999999999997
503,40503,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,sadness,0.397
504,40504,@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process ,sadness,0.397
505,40505,@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today,sadness,0.396
506,40506,I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous,sadness,0.396
507,40507,@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. 🐮🐷,sadness,0.396
508,40508,"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts",sadness,0.396
509,40509,Life's too short to be frowning for so long,sadness,0.396
510,40510,A Leopard never changes its spots! #lost,sadness,0.396
511,40511,In need of a serious nap rn,sadness,0.396
512,40512,"Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'",sadness,0.396
513,40513,@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7,sadness,0.396
514,40514,"A pessimist is someone who, when opportunity knocks, complains about the noise.",sadness,0.396
515,40515,@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin,sadness,0.396
516,40516,"@JohnWildy71 something, too confused to type an entire word 😜 See, I can laugh again. My hour of sadness has almost passed",sadness,0.396
517,40517,@jenhasonen it is supposed to be #dark and #gritty though,sadness,0.396
518,40518,"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",sadness,0.396
519,40519,"That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief.",sadness,0.396
520,40520,"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff",sadness,0.396
521,40521,@duncantrussell does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ?,sadness,0.396
522,40522,@JoaquinPutoAmo vas a ir al de the amaity affliction?,sadness,0.396
523,40523,@Fatumoriginal there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it,sadness,0.396
524,40524,“The immense importance of football is sometimes scary. When you don’t win you are responsible for so many unhappy people.” - Arsene Wenger,sadness,0.396
525,40525,"Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets",sadness,0.396
526,40526,"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",sadness,0.396
527,40527,Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.,sadness,0.396
528,40528,@VosachResrus ^'ll just #wobble carry you #sink,sadness,0.396
529,40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396
530,40530,@10carley what a sulky pants!,sadness,0.396
531,40531,Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. Magicalllll.  ✨,sadness,0.396
532,40532,"I'm done with your piano, blues playing, smooth talking ass. On to the nexttt",sadness,0.381
533,40533,were sat in my sat room cloved watchin Manchester Unide @ManUtd v Norffampton do you fink but @WayneRooney is still goal fret at iced level,sadness,0.375
